audit_id,slice,sample_id,dataset_id,source,language,task_type,query,schema_fields,temporal_metadata,gold_intent,human_answerability_correct,human_intent_correct,human_corrected_intent,human_notes,annotator_id
ha_138,future_city_unsupported,paper09x_001242,wb_asean_fixed_broadband_subscriptions,World Bank Indicators API,vi,stat_unanswerable,Du bao fixed broadband subscriptions nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | fixed_broadband_subscriptions:quantitative/measure,"{""distinct_years"": 27, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1998}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_139,future_city_unsupported,paper09x_000961,wb_asean_forest_area_share,World Bank Indicators API,en,stat_unanswerable,Show the forecasted forest area share for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | forest_area_share:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_140,future_city_unsupported,paper09x_000972,wb_asean_forest_area_share,World Bank Indicators API,vi,stat_unanswerable,Du bao forest area share nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | forest_area_share:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_141,future_city_unsupported,paper09x_000988,wb_asean_freshwater_withdrawal_share,World Bank Indicators API,en,stat_unanswerable,Show the forecasted freshwater withdrawal share for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | freshwater_withdrawal_share:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2022, ""previous_10_end"": 2012, ""previous_10_start"": 2003, ""recent_10_end"": 2022, ""recent_10_start"": 2013, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2022, ""year_min"": 1975}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_142,future_city_unsupported,paper09x_000999,wb_asean_freshwater_withdrawal_share,World Bank Indicators API,vi,stat_unanswerable,Du bao freshwater withdrawal share nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | freshwater_withdrawal_share:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2022, ""previous_10_end"": 2012, ""previous_10_start"": 2003, ""recent_10_end"": 2022, ""recent_10_start"": 2013, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2022, ""year_min"": 1975}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_143,future_city_unsupported,paper09x_000529,wb_asean_health_expenditure_pc,World Bank Indicators API,en,stat_unanswerable,Show the forecasted health expenditure pc for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_pc:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_144,future_city_unsupported,paper09x_000540,wb_asean_health_expenditure_pc,World Bank Indicators API,vi,stat_unanswerable,Du bao health expenditure pc nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_pc:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_145,future_city_unsupported,paper09x_000556,wb_asean_health_expenditure_share_gdp,World Bank Indicators API,en,stat_unanswerable,Show the forecasted health expenditure share gdp for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_share_gdp:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_146,future_city_unsupported,paper09x_000567,wb_asean_health_expenditure_share_gdp,World Bank Indicators API,vi,stat_unanswerable,Du bao health expenditure share gdp nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_share_gdp:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_147,future_city_unsupported,paper09x_001393,wb_asean_high_technology_exports_share,World Bank Indicators API,en,stat_unanswerable,Show the forecasted high technology exports share for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | high_technology_exports_share:quantitative/measure,"{""distinct_years"": 18, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2007, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 2007}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_148,future_city_unsupported,paper09x_001404,wb_asean_high_technology_exports_share,World Bank Indicators API,vi,stat_unanswerable,Du bao high technology exports share nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | high_technology_exports_share:quantitative/measure,"{""distinct_years"": 18, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2007, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 2007}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_149,future_city_unsupported,paper09x_001204,wb_asean_hospital_beds,World Bank Indicators API,en,stat_unanswerable,Show the forecasted hospital beds for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | hospital_beds:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_150,future_city_unsupported,paper09x_001215,wb_asean_hospital_beds,World Bank Indicators API,vi,stat_unanswerable,Du bao hospital beds nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | hospital_beds:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_151,future_city_unsupported,paper09x_000313,wb_asean_imports_share_gdp,World Bank Indicators API,en,stat_unanswerable,Show the forecasted imports share gdp for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | imports_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_152,future_city_unsupported,paper09x_000324,wb_asean_imports_share_gdp,World Bank Indicators API,vi,stat_unanswerable,Du bao imports share gdp nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | imports_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_153,future_city_unsupported,paper09x_000772,wb_asean_labor_force_participation,World Bank Indicators API,en,stat_unanswerable,Show the forecasted labor force participation for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | labor_force_participation:quantitative/measure,"{""distinct_years"": 36, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_154,future_city_unsupported,paper09x_000783,wb_asean_labor_force_participation,World Bank Indicators API,vi,stat_unanswerable,Du bao labor force participation nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | labor_force_participation:quantitative/measure,"{""distinct_years"": 36, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_155,future_city_unsupported,paper09x_000394,wb_asean_services_share_gdp,World Bank Indicators API,en,stat_unanswerable,Show the forecasted services share gdp for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_156,future_city_unsupported,paper09x_000405,wb_asean_services_share_gdp,World Bank Indicators API,vi,stat_unanswerable,Du bao services share gdp nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_157,future_city_unsupported,paper09x_000664,wb_asean_tertiary_school_enrollment,World Bank Indicators API,en,stat_unanswerable,Show the forecasted tertiary school enrollment for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | tertiary_school_enrollment:quantitative/measure,"{""distinct_years"": 56, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1970}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_158,future_city_unsupported,paper09x_000675,wb_asean_tertiary_school_enrollment,World Bank Indicators API,vi,stat_unanswerable,Du bao tertiary school enrollment nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | tertiary_school_enrollment:quantitative/measure,"{""distinct_years"": 56, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1970}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_159,future_city_unsupported,paper09x_000745,wb_asean_unemployment_rate,World Bank Indicators API,en,stat_unanswerable,Show the forecasted unemployment rate for next year by city.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | unemployment_rate:quantitative/measure,"{""distinct_years"": 35, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1991}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_160,future_city_unsupported,paper09x_000756,wb_asean_unemployment_rate,World Bank Indicators API,vi,stat_unanswerable,Du bao unemployment rate nam sau theo thanh pho.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | unemployment_rate:quantitative/measure,"{""distinct_years"": 35, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1991}","{""aggregation"": ""none"", ""answerability"": ""unanswerable"", ""chart_type"": ""none"", ""group_by"": """", ""measure"": """", ""required_fields"": [], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""forecast"", ""task_type"": ""stat_unanswerable"", ""temporal_filter"": ""future"", ""temporal_granularity"": ""year"", ""time_field"": """", ""top_k"": null, ""unsupported_reason"": ""forecast and city fields are not available""}",,,,,
ha_161,mixed_change_ranking,paper09x_001471,derived_economy_trade_profile,Derived from World Bank/OWID normalized tables,en,mixed_change_ranking,Rank countries by growth in gdp per capita over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | gdp_per_capita:quantitative/measure | gdp_growth:quantitative/measure | inflation_cpi:quantitative/measure | exports_share_gdp:quantitative/measure | imports_share_gdp:quantitative/measure,"{""distinct_years"": 64, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1961}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""gdp_per_capita"", ""required_fields"": [""country"", ""gdp_per_capita"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_162,mixed_change_ranking,paper09x_001587,derived_education_profile,Derived from World Bank/OWID normalized tables,en,mixed_change_ranking,Rank countries by growth in primary school enrollment over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | primary_school_enrollment:quantitative/measure | secondary_school_enrollment:quantitative/measure | tertiary_school_enrollment:quantitative/measure | education_expenditure_share_gdp:quantitative/measure | literacy_rate_adult:quantitative/measure,"{""distinct_years"": 21, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1980}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""primary_school_enrollment"", ""required_fields"": [""country"", ""primary_school_enrollment"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2014_to_2023"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_163,mixed_change_ranking,paper09x_001500,derived_gdp_structure_profile,Derived from World Bank/OWID normalized tables,en,mixed_change_ranking,Rank countries by growth in agriculture share gdp over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | agriculture_share_gdp:quantitative/measure | industry_share_gdp:quantitative/measure | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""agriculture_share_gdp"", ""required_fields"": [""agriculture_share_gdp"", ""country"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_164,mixed_change_ranking,paper09x_001529,derived_population_profile,Derived from World Bank/OWID normalized tables,en,mixed_change_ranking,Rank countries by growth in population over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | population:quantitative/measure | population_growth:quantitative/measure | urban_population_share:quantitative/measure | fertility_rate:quantitative/measure | age_dependency_ratio:quantitative/measure,"{""distinct_years"": 64, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1961}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""population"", ""required_fields"": [""country"", ""population"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2015_to_2024"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
ha_165,mixed_change_ranking,paper09x_001417,owid_life_expectancy_vietnam,Our World in Data Grapher API,en,mixed_change_ranking,Rank countries by growth in life expectancy over the last decade.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | life_expectancy:quantitative/measure,"{""distinct_years"": 74, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1950}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""bar"", ""group_by"": ""country"", ""measure"": ""life_expectancy"", ""required_fields"": [""country"", ""life_expectancy"", ""year""], ""secondary_measure"": """", ""sort"": ""descending"", ""statistic"": ""difference_top_k"", ""task_type"": ""mixed_change_ranking"", ""temporal_filter"": ""2014_to_2023"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": 5, ""unsupported_reason"": """"}",,,,,
